CSA,ECSA
0.000812012629210046,8.383536936862335e-05
0.0005467983156798306,0.0007408309520660072
0.0012508432551630033,0.0016315215975235553
0.0010144982350795972,0.0025540545124553837
0.0007602666090704702,0.00012027066776898465
0.0015155187964431827,0.0010991766833549077
0.0014336267013023152,0.0005289713667151474
0.0015973725107426562,0.0005868386753661303
0.0009498374199379267,0.001560220954089253
0.0007465538777086111,0.0006870895915337405
0.00011151038623813392,0.0007345934892203365
0.0008668452868113574,7.453410504265623e-05
0.0021158992269516563,0.0005545450979000943
0.0012056420705837123,0.0009464571089004004
0.0021632665722529643,0.0017634962107533347
0.00212475168202253,0.0023505799083568535
0.0007955584026440032,0.0011415506073170212
0.0006830264349808601,0.00266130728425229
0.003190197958479968,0.00035108736369027227
0.003323436491961651,0.0009192958885545499
0.0016339454083805771,0.0012760113440241083
0.0004009111313820757,0.0004483401219251837
0.0005787366248785064,0.0008881995913845309
0.00014024505258780628,0.0005059517883501119
0.0007703292512801774,0.00025051355074123816
0.0007818759481053039,0.00016962710167689465
0.0007444021548111968,0.0011285341188657094
0.0006240134163624234,0.0002048119773461199
0.0006297471899134877,0.00042222632134081284
0.0022935064714882936,6.379603772899145e-05
