CSA,ECSA
0.0011961490809624387,9.734727001342591e-05
0.0005515764138709356,0.004667188861601224
0.00021014351204895476,0.0019635070782574315
0.001051956000751919,0.0007895559295049148
0.00029117892575303284,0.0008580533772457599
0.0004717978342673179,0.001716031500355042
0.0006953735283813378,0.001329653754563953
0.0008872535388414482,0.0005737168108842505
0.0002430727343945005,0.00054986522081657
0.0011389844179352515,0.00038644583803093546
0.002948630190674928,0.0006655392157296491
0.001969385274682045,0.00021805763170357206
0.0003196271003944595,0.0014547419848026655
0.0021211452232006156,0.003620563918780517
0.00019195191231125008,0.002506211190883789
0.000599249662722956,0.002266920885799828
0.0008188868371085123,0.0014558861290047131
5.055203352188897e-05,0.0001552579018260225
0.0004803856865737144,0.0005360661773106123
0.0010802484153916714,0.0007662053895205467
0.0027573870119824706,0.0011726048061275751
0.0006261256525899039,0.001816569802410517
0.002401495781601426,0.0005160378403510357
0.0014544697183734856,0.0016987710146662005
0.0003229725523602456,0.0006160212792541975
0.0017779579924029898,0.0005994416087553578
9.455668752400559e-05,0.0018761444931293392
0.0004082962525806533,0.00033711350582077415
0.000581742193263235,0.0004636304767066113
0.0001580168347559141,0.0001181942798145208
