CSA,ECSA
7.002987490156709e-05,0.0001908935962200431
0.0001229770019862686,8.778010851528961e-06
0.00045796933375918947,4.541364161358974e-05
0.00012027970093198004,7.267408665834196e-05
0.00014968196145626056,9.919295646843018e-05
7.443721860611596e-05,7.27777526986495e-05
2.917844003513803e-05,2.393633372244075e-05
0.00016334153163355403,0.0002188446160215074
0.00013632414307440666,3.979823562161311e-05
7.683723933038511e-05,9.482478984690346e-06
0.00011661223391379316,0.00014257939640616168
8.77900411224708e-05,0.00022082839959436384
0.00034391484988249843,9.882716093523314e-05
0.0004991929952300467,0.0003348449151930888
0.00030390748986031113,0.00015039259251314885
0.00021886758655398353,0.0005808674632585831
1.8408212052123396e-05,7.475466214867943e-05
1.137592831967904e-05,0.00038830894831132223
8.119286007635118e-06,8.822890214110757e-05
3.3084093676860604e-06,0.00011050754557651032
7.484045318528754e-05,6.6012044896979205e-06
0.000913450801276583,0.00017083319668287356
6.583205316623708e-05,0.00011685680551720701
2.775855842229724e-05,0.00017922407616977054
0.00039299568444950417,0.000319928745948328
2.7207661243422443e-05,9.69760445246326e-06
0.0005430248216575784,2.5928235196537308e-05
0.0007167951794571081,2.2256867551639914e-05
0.0001952629487119717,0.00034737492294134587
0.0008185531702592508,3.856774119592732e-05
