CSA,ECSA
0.0,0.0
0.0,0.0
0.0,0.0
0.2228344077009321,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0436096431476471e-14,0.0
0.20286737892597673,0.0
0.0,0.0
2.4980018054066022e-14,0.0
0.37945720739176303,0.0
1.1102230246251565e-16,0.0
8.881784197001252e-16,0.0
3.219646771412954e-15,0.0
0.0,0.0
0.0,0.0
0.019612392321279648,0.0
0.32458412414716575,0.0
0.022463545865417434,0.0
8.881784197001252e-16,0.0
1.1102230246251565e-16,0.0
0.0,0.0
8.659739592076221e-15,0.0
0.0,0.0
5.679421923865391e-07,0.0
0.0,0.0
0.0,0.0
0.0,0.0
