ID, Latitude, Longitude
1, 14.585831, 120.975737
2, 14.593724, 120.976401
3, 14.5880556, 120.973888
4, 14.59454, 120.97009
5, 14.594523, 120.974885
6, 14.593094, 120.971199
7, 14.592166, 120.973092
8, 14.590474, 120.974456
9, 14.5927778, 120.974444
10, 14.591121, 120.972315
11, 14.585839, 120.977224
